Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
It Takes Two,1995,PG,17-Nov-95,101 min,"Comedy, Family, Romance",Andy Tennant,Deborah Dean Davis,"Kirstie Alley, Steve Guttenberg, Mary-Kate Olsen","Alyssa and Amanda are two little girls who are identical, but complete strangers, that accidentally meet one day.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzdhMGU0MzEtZjg1Ny00YzE5LWE0MGQtMTNiN2UwN2I5ZDBjXkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.9,"23,788",tt0113442,movie,1-Jan-04,"$19,474,589 ",N/A,N/A,TRUE,
Clueless,1995,PG-13,19-Jul-95,97 min,"Comedy, Romance",Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy","Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.","English, Spanish",United States,6 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"228,530",tt0112697,movie,N/A,"$56,631,572 ",N/A,N/A,TRUE,
"Cry, the Beloved Country",1995,PG-13,15-Dec-95,106 min,"Drama, Thriller",Darrell Roodt,"Ronald Harwood, Alan Paton","Richard Harris, James Earl Jones, Vusi Kunene","A South African preacher goes to search for his wayward son, who has committed a crime in the big city.",English,"South Africa, United States",1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"1,904",tt0112749,movie,1-Jul-03,"$670,727 ",N/A,N/A,TRUE,
Richard III,1995,R,29-Dec-95,110 min,"Drama, Sci-Fi, War",Richard Loncraine,"Ian McKellen, Richard Loncraine, Richard Eyre","Ian McKellen, Annette Bening, Christopher Bowen",The classic Shakespearean play about the murderously scheming 15th-century king is reimagined in an alternative setting of 1930s England as clouds of fascism gather.,English,"United Kingdom, United States",Nominated for 2 Oscars. 7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BOWI3NjhhZDItNWQ2NS00Zjg0LWIzMjctNzY0MjRmNzkyYzVmXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.3,"15,112",tt0114279,movie,28-Mar-00,"$2,684,904 ",N/A,N/A,TRUE,
Dead Presidents,1995,R,6-Oct-95,119 min,"Action, Crime, Drama","Albert Hughes, Allen Hughes","Allen Hughes, Albert Hughes, Michael Henry Brown","Larenz Tate, Keith David, Chris Tucker","A Vietnam vet adjusts to life after the war while trying to support his family, but the chance of a better life may involve crime and bloodshed.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNjdhZWEzMzEtMjNhZS00OThhLWFiZWUtM2EwMWU5MWE0MDA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}]",N/A,6.9,"23,234",tt0112819,movie,3-Jun-03,"$24,147,179 ",N/A,N/A,TRUE,
Restoration,1995,R,2-Feb-96,117 min,"Biography, Drama, History",Michael Hoffman,"Rose Tremain, Rupert Walters","Robert Downey Jr., Sam Neill, David Thewlis","The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.","English, Latin","United States, United Kingdom",Won 2 Oscars. 2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZmQwODk5ZGItMDk5OS00MjU4LTgyYmUtYTBiMTFhYWM5MDY4XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.6,"9,669",tt0114272,movie,21-Jun-11,"$4,005,941 ",N/A,N/A,TRUE,
Mortal Kombat,2021,R,23-Apr-21,110 min,"Action, Adventure, Fantasy",Simon McQuoid,"Greg Russo, Dave Callaham, Oren Uziel","Lewis Tan, Jessica McNamee, Josh Lawson",MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,"English, Japanese, Chinese",United States,4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BY2ZlNWIxODMtN2YwZi00ZjNmLWIyN2UtZTFkYmZkNDQyNTAyXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6,"180,069",tt0293429,movie,23-Apr-21,"$42,326,031 ",N/A,N/A,TRUE,
To Die For,1995,R,6-Oct-95,106 min,"Comedy, Crime, Drama",Gus Van Sant,"Joyce Maynard, Buck Henry","Nicole Kidman, Matt Dillon, Joaquin Phoenix",A beautiful but naïve aspiring television personality films a documentary on teenagers with a darker ulterior motive.,English,"United States, United Kingdom, Canada",Nominated for 1 BAFTA Award7 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNGZhYzgwNzItNDljNC00MDM4LThiYjEtNDRhNmE5NDk2MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,6.8,"49,898",tt0114681,movie,29-Nov-01,"$21,284,514 ",N/A,N/A,TRUE,
How to Make an American Quilt,1995,PG-13,6-Oct-95,117 min,"Comedy, Drama, Romance",Jocelyn Moorhouse,"Whitney Otto, Jane Anderson","Winona Ryder, Ellen Burstyn, Anne Bancroft",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BNGYwZmZkYWItNjdmMi00MjI2LThmOGYtMmI1NTQ0OWQ1YWIxXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}]",N/A,6.3,"12,119",tt0113347,movie,2-Nov-04,"$23,600,020 ",N/A,N/A,TRUE,
Se7en,1995,R,22-Sep-95,127 min,"Crime, Drama, Mystery",David Fincher,Andrew Kevin Walker,"Morgan Freeman, Brad Pitt, Kevin Spacey","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",English,United States,Nominated for 1 Oscar. 29 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,8.6,"1,688,249",tt0114369,movie,19-Dec-00,"$100,125,643 ",N/A,N/A,TRUE,
Pocahontas,1995,G,23-Jun-95,81 min,"Animation, Adventure, Drama","Mike Gabriel, Eric Goldberg","Carl Binder, Susannah Grant, Philip LaZebnik","Mel Gibson, Linda Hunt, Christian Bale",An English soldier and the daughter of an Algonquin chief share a romance when English colonists invade seventeenth century Virginia.,"English, Algonquin","United States, Japan",Won 2 Oscars. 15 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMzc4YzhiN2ItY2Y4NC00YTA0LWEyMjEtNzllNTcxZDdjODhiXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.7,"193,671",tt0114148,movie,6-Aug-02,"$141,579,773 ",N/A,N/A,TRUE,
When Night Is Falling,1995,Unrated,17-Nov-95,94 min,"Drama, Romance",Patricia Rozema,Patricia Rozema,"Pascale Bussières, Rachael Crawford, Henry Czerny","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",English,Canada,5 nominations,https://m.media-amazon.com/images/M/MV5BNGUxMDM1ODEtZjhjZi00NjVjLWEwNmUtNmZmOTQ1MzQxNmQ3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}]",N/A,6.5,"7,239",tt0114916,movie,5-Jun-07,"$919,671 ",N/A,N/A,TRUE,
The Usual Suspects,1995,R,16-Aug-95,106 min,"Crime, Drama, Mystery",Bryan Singer,Christopher McQuarrie,"Kevin Spacey, Gabriel Byrne, Chazz Palminteri","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.","English, Hungarian, Spanish, French","United States, Germany",Won 2 Oscars. 37 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,8.5,"1,101,812",tt0114814,movie,2-Sep-03,"$23,341,568 ",N/A,N/A,TRUE,
Guardian Angel,1994,R,22-Nov-94,97 min,"Action, Drama, Thriller",Richard W. Munchkin,Joe Hart,"Cynthia Rothrock, Daniel McVicar, Lydie Denier, Marshall R. Teague","A wealthy playboy hires an attractive woman detective, turned bodyguard, to protect him from a psychotic seductress; the same woman who killed the detective's lover just months before.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTk5Mjg4MTU0OV5BMl5BanBnXkFtZTgwNzExNTAwNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}]",N/A,5,356,tt0109950,movie,11-Jun-03,"$252,009 ",N/A,N/A,TRUE,
Mighty Aphrodite,1995,R,10-Nov-95,95 min,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Woody Allen, Mira Sorvino, Pamela Blair","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.","English, Latin",United States,Won 1 Oscar. 12 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTZmNjJmODktMTI1Ni00OWU5LWI0YTctNjc0MzVkNDE3M2Y0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7,"41,276",tt0113819,movie,6-Jun-06,"$6,468,498 ",N/A,N/A,TRUE,
Lamerica,1994,N/A,4-Oct-95,116 min,"Comedy, Drama",Gianni Amelio,"Gianni Amelio, Andrea Porporati, Alessandro Sermoneta","Enrico Lo Verso, Michele Placido, Piro Milkani","Immediately after the fall of communism in Albania, two Italians go there to embezzle investment money by creating a fake company. As the chairman/fall guy, they pick a former political prisoner who turns out to be more than meets...","Albanian, Italian","Italy, France, Switzerland, Austria",21 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BNjlmZmQ0ZGUtNTBjYy00ZTg3LWE1NmMtNDAyNDI2Zjc4ZDViXkEyXkFqcGdeQXVyMzIwNDY4NDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,7.4,"2,314",tt0110299,movie,N/A,"$438,483 ",N/A,N/A,TRUE,
The Big Green,1995,PG,29-Sep-95,100 min,"Comedy, Family, Sport",Holly Goldberg Sloan,Holly Goldberg Sloan,"Steve Guttenberg, Olivia d'Abo, Jay O. Sanders","A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmY4NWVkM2UtY2FkZC00NWJiLTg5N2EtYzk4NjJkMGE0YzA3XkEyXkFqcGdeQXVyNTM5NzI0NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}]",N/A,5.5,"10,512",tt0112499,movie,5-Jun-05,"$17,736,619 ",N/A,N/A,TRUE,
Georgia,1995,R,8-Dec-95,115 min,"Drama, Music",Ulu Grosbard,Barbara Turner,"Jennifer Jason Leigh, Mare Winningham, Ted Levine",Sadie is desperately looking up to her older sister Georgia who is a famous C&amp;W artist. Her desperate need to be accepted by her sister is constantly complicated by her drug and alcohol problems.,"English, Hebrew","France, United States",Nominated for 1 Oscar. 4 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BZWJiNjMwYzMtZWU5Yi00NGI0LTg5NGYtZDY4MWRiYjEwYTYzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.5,"3,156",tt0113158,movie,15-Feb-00,"$1,110,104 ",N/A,N/A,TRUE,
Kids of the Round Table,1995,Unrated,15-Dec-95,89 min,"Adventure, Comedy, Family",Robert Tinnell,"David Sherman, Robert Tinnell","Johnny Morina, Maggie Castle, Christopher Olscamp","Eleven-year-old Alex and his fellow homemade heroes are having a backyard blast. Battles rage, knights fight and damsels distress in a cardboard Camelot of dirt-bike steeds, aluminum foil sabres and plastic armor. The summer fun a...",English,"United States, Canada",2 nominations,https://m.media-amazon.com/images/M/MV5BMTEwMTM0MzI3OTheQTJeQWpwZ15BbWU3MDQzNTQ2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,344,tt0113541,movie,25-Jul-06,N/A,N/A,N/A,TRUE,
Home for the Holidays,1995,PG-13,3-Nov-95,103 min,"Comedy, Drama, Romance",Jodie Foster,"Chris Radant, W.D. Richter","Holly Hunter, Anne Bancroft, Robert Downey Jr.","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMjc4Y2M1YTktNmY2Zi00NWRkLThmMWEtNGNlODQ5YTYwMDhlXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"13,833",tt0113321,movie,4-Sep-01,"$17,519,169 ",N/A,N/A,TRUE,
Il postino,2001,N/A,N/A,14 min,"Documentary, Short",Cejen Cernic,Cejen Cernic,N/A,"A short documentary about Kashikul Vicenza, a 62-year-old postman. It covers a field of 50 villages and hamlets of the picturesque interior of Istria. This documentary was shot before his ...",N/A,Croatia,N/A,https://m.media-amazon.com/images/M/MV5BMjE1MTMwNjE4Ml5BMl5BanBnXkFtZTcwNTk3NTkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,35,tt0345806,movie,N/A,N/A,N/A,N/A,TRUE,
Le confessionnal,2019,N/A,27-Mar-19,6 min,"Short, Comedy",N/A,N/A,"Alexandre, François Dupont, Eddy",A priest like no other receives people in his confessional.,French,Belgium,N/A,https://m.media-amazon.com/images/M/MV5BZWExZTA3OTItODA4Yy00NjMzLTkwMzMtODNjMDAzNzgyOWU0XkEyXkFqcGdeQXVyMzYyNjE5NDY@._V1_SX300.jpg,[],N/A,N/A,6,tt10088286,movie,N/A,N/A,N/A,N/A,TRUE,
The Indian in the Cupboard,1995,PG,14-Jul-95,96 min,"Drama, Family, Fantasy",Frank Oz,"Lynne Reid Banks, Melissa Mathison","Hal Scardino, Litefoot, Lindsay Crouse","Omri, a young boy growing up in Brooklyn, receives an odd variety of presents for his birthday: a wooden cupboard from his older brother, a set of antique keys from his mother, and a plastic Indian from his best friend, Patrick.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BZWZlYmZiZGMtN2YyZC00MTdjLTllNjUtYWNhZDMwNDhhOTM1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6,"30,080",tt0113419,movie,30-Mar-10,"$35,656,131 ",N/A,N/A,TRUE,
Eye for an Eye,1996,R,12-Jan-96,101 min,"Crime, Drama, Thriller",John Schlesinger,"Erika Holzer, Amanda Silver, Rick Jaffa","Sally Field, Kiefer Sutherland, Ed Harris","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.","English, French, Spanish, Korean",United States,N/A,https://m.media-amazon.com/images/M/MV5BMDM4Mzc5ZjAtM2JjMi00NzU1LWEzM2MtNDQzNWI5MmRkM2I1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,6.1,"17,895",tt0116260,movie,6-Oct-03,"$26,877,589 ",N/A,N/A,TRUE,
Mr. Holland's Opus,1995,PG,19-Jan-96,143 min,"Drama, Music",Stephen Herek,Patrick Sheane Duncan,"Richard Dreyfuss, Glenne Headly, Jay Thomas",A frustrated composer finds fulfillment as a high school music teacher.,"English, American Sign ",United States,Nominated for 1 Oscar. 5 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BZDZhNDRlZjAtYzdhNy00ZjU1LWFlMDYtNjA5NjliM2Y5ZmVjL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,7.3,"40,643",tt0113862,movie,15-Mar-11,"$82,569,971 ",N/A,N/A,TRUE,
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,R,12-Jan-96,89 min,"Comedy, Crime",Paris Barclay,"Shawn Wayans, Marlon Wayans, Phil Beauman","Shawn Wayans, Marlon Wayans, Keenen Ivory Wayans","A parody of several U.S. films about being in the 'Hood', for instance Boyz n the Hood (1991), South Central (1992), Menace II Society (1993), Higher Learning (1995) and Juice (1992).","English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BY2NmM2M2MWItNjdlMC00ZWI3LTkwODUtZDNkYWZjYjgzZjY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.5,"58,095",tt0116126,movie,20-Sep-05,"$20,109,115 ",N/A,N/A,TRUE,
Two If by Sea,1996,R,12-Jan-96,96 min,"Comedy, Crime, Romance",Bill Bennett,"Denis Leary, Mike Armstrong, Ann Leary","Sandra Bullock, Denis Leary, Stephen Dillane",A couple steals a Matisse painting on contract. They manage to escape the police. The sale takes place 4 days later on an island. Things don't go as planned.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2YwZjVkMjItYjY4Yy00M2QyLTg0Y2MtYmFiNTgzMjNmMmQzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.2,"6,143",tt0118002,movie,28-Mar-00,"$10,658,278 ",N/A,N/A,TRUE,
Bio-Dome,1996,PG-13,12-Jan-96,88 min,Comedy,Jason Bloom,"Adam Leff, Mitchell Peck, Jason Blumenthal","Pauly Shore, Stephen Baldwin, William Atherton","Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",English,United States,3 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BYzY0ZjI0NTUtNDE4Yi00OGU2LWExZDMtNTY1MTM3ZWE3MzEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '4%'}, {'Source': 'Metacritic', 'Value': '1/100'}]",1,4.4,"28,557",tt0115683,movie,16-Apr-02,"$13,427,615 ",N/A,N/A,TRUE,
Lawnmower Man 2: Beyond Cyberspace,1995,PG-13,12-Jan-96,93 min,"Action, Sci-Fi, Thriller",Farhad Mann,"Farhad Mann, Michael Miner","Patrick Bergin, Matt Frewer, Austin O'Brien","After the destruction of Virtual Space Industries at the end of the first film, Jobe is discovered in the rubble and is brought to the facilities of Jonathan Walker (Kevin Conway), a powerful corporate tycoon, where his face is re...",English,"United States, Japan, United Kingdom",1 nomination,https://m.media-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,2.5,"9,830",tt0116839,movie,7-Oct-03,"$2,409,225 ",N/A,N/A,TRUE,
Two Bits,1995,PG-13,22-Nov-95,85 min,"Comedy, Drama",James Foley,Joseph Stefano,"Al Pacino, Mary Elizabeth Mastrantonio, Jerry Barone","Gennaro lives with his ailing grandpa, who sits outside holding tight to his last quarter. But grandpa's not ready to die, he has some unfinished business with a woman from his past and he enlists Gennaro to act as his emissary.",English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,6.1,"3,523",tt0114753,movie,8-Oct-02,"$26,282 ",N/A,N/A,TRUE,
Friday,1995,R,26-Apr-95,91 min,"Comedy, Drama",F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Nia Long","It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.",English,United States,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.2,"118,128",tt0113118,movie,10-Sep-02,"$27,467,564 ",Zebra,N/A,TRUE,
